12.412,273,0.8806
12.512,274,0.8839
12.612,273,0.8806
12.712,273,0.8806
12.812,274,0.8839
12.912,274,0.8839
13.012,276,0.8903
13.112,273,0.8806
13.212,275,0.8871
13.312,275,0.8871
13.412,276,0.8903
13.512,277,0.8935
13.612,276,0.8903
13.712,278,0.8968
13.812,277,0.8935
13.912,278,0.8968
14.012,278,0.8968
14.112,279,0.9000
14.212,278,0.8968
14.312,280,0.9032
14.412,279,0.9000
14.512,279,0.9000
14.612,275,0.8871
14.712,268,0.8645
14.812,265,0.8548
14.912,268,0.8645
15.012,252,0.8129
15.112,233,0.7516
15.212,219,0.7065
15.312,209,0.6742
15.412,201,0.6484
15.512,196,0.6323
15.612,200,0.6452
15.712,202,0.6516
15.812,203,0.6548
15.912,222,0.7161
16.012,230,0.7419
16.112,230,0.7419
16.212,229,0.7387
16.312,232,0.7484
16.412,231,0.7452
16.512,232,0.7484
16.612,228,0.7355
16.712,227,0.7323
16.812,227,0.7323
16.912,226,0.7290
17.012,226,0.7290
17.112,228,0.7355
17.212,227,0.7323
17.312,227,0.7323
17.412,225,0.7258
17.512,224,0.7226
17.612,224,0.7226
17.712,230,0.7419
17.812,241,0.7774
17.912,249,0.8032
18.012,252,0.8129
18.112,255,0.8226
18.212,264,0.8516
18.312,269,0.8677
18.412,267,0.8613
18.512,253,0.8161
18.612,240,0.7742
18.712,234,0.7548
18.812,233,0.7516
18.912,228,0.7355
19.012,232,0.7484
19.112,250,0.8065
19.212,257,0.8290
19.312,262,0.8452
19.412,263,0.8484
19.512,261,0.8419
19.612,256,0.8258
19.712,257,0.8290
19.812,262,0.8452
19.912,265,0.8548
20.012,268,0.8645
20.112,268,0.8645
20.212,268,0.8645
20.312,269,0.8677
20.412,271,0.8742
20.512,272,0.8774
20.612,272,0.8774
20.712,273,0.8806
20.812,274,0.8839
20.912,276,0.8903
21.012,275,0.8871
21.112,278,0.8968
21.212,278,0.8968
21.312,280,0.9032
21.412,278,0.8968
21.512,280,0.9032
21.612,280,0.9032
21.712,282,0.9097
21.812,282,0.9097
21.912,284,0.9161
22.012,285,0.9194
22.112,285,0.9194
22.212,288,0.9290
22.312,287,0.9258
22.412,289,0.9323
22.512,289,0.9323
22.612,290,0.9355
22.712,292,0.9419
22.812,293,0.9452
22.912,293,0.9452
23.012,295,0.9516
23.112,295,0.9516
23.212,297,0.9581
23.312,298,0.9613
23.412,297,0.9581
23.512,300,0.9677
23.612,299,0.9645
23.712,302,0.9742
23.812,302,0.9742
23.912,303,0.9774
24.012,305,0.9839
24.112,305,0.9839
24.212,304,0.9806
24.312,305,0.9839
24.412,307,0.9903
24.512,308,0.9935
24.612,309,0.9968
24.712,310,1.0000
24.812,311,1.0032
24.912,311,1.0032
25.012,311,1.0032
25.112,314,1.0129
25.212,313,1.0097
25.312,316,1.0194
25.412,315,1.0161
25.512,317,1.0226
25.612,316,1.0194
25.712,316,1.0194
25.812,315,1.0161
25.912,316,1.0194
26.012,319,1.0290
26.112,318,1.0258
26.212,319,1.0290
26.312,320,1.0323
26.412,320,1.0323
26.512,323,1.0419
26.612,323,1.0419
26.712,322,1.0387
26.812,324,1.0452
26.912,324,1.0452
27.012,326,1.0516
27.112,326,1.0516
27.212,325,1.0484
27.312,327,1.0548
27.412,329,1.0613
27.512,330,1.0645
27.612,329,1.0613
27.712,329,1.0613
27.812,332,1.0710
27.912,332,1.0710
28.012,331,1.0677
28.112,332,1.0710
28.212,333,1.0742
28.312,335,1.0806
28.412,336,1.0839
28.512,336,1.0839
28.612,337,1.0871
28.712,338,1.0903
28.812,339,1.0935
28.912,342,1.1032
29.012,340,1.0968
29.112,341,1.1000
29.212,343,1.1065
29.312,342,1.1032
29.412,342,1.1032
29.512,342,1.1032
29.612,344,1.1097
29.712,345,1.1129
29.812,347,1.1194
29.912,346,1.1161
30.012,347,1.1194
30.112,345,1.1129
30.212,347,1.1194
30.312,348,1.1226
30.412,350,1.1290
30.512,348,1.1226
30.612,350,1.1290
30.712,350,1.1290
30.812,351,1.1323
30.912,352,1.1355
31.012,350,1.1290
31.112,352,1.1355
31.212,353,1.1387
31.312,353,1.1387
31.412,354,1.1419
31.512,355,1.1452
31.612,355,1.1452
31.712,355,1.1452
31.812,356,1.1484
31.912,356,1.1484
