Timestamp,PPG_Mean_HR,PPG_SDNN,PPG_RMSSD,GSR_SCL_Mean,GSR_SCR_Amp,GSR_NSSCR_Freq
2026-05-04 21:59:32.457,85.16000366210938,45.650001525878906,47.7599983215332,1134.0,50.0,0.4000000059604645
