timestamp,mode,raw_gsr,ir_raw,filtered_ppg,ppg_mean_hr,ppg_sdnn,ppg_rmssd,gsr_scl,gsr_scr_amp,gsr_scr_freq,final_ppg_stress_z,final_gsr_stress_z,valid_feature_count,integrated_stress_z,integrated_state
603,STABILIZING,312,93273,-3599.36,,,,,,,,,0,,
1642,STABILIZING,302,95578,-812.52,,,,,,,,,0,,
2642,STABILIZING,302,87824,-7483.71,,,,,,,,,0,,
3643,STABILIZING,304,96237,1992.24,,,,,,,,,0,,
4643,STABILIZING,299,96347,1432.13,,,,,,,,,0,,
5644,STABILIZING,306,92653,-1840.45,,,,,,,,,0,,
6646,STABILIZING,309,90338,-3490.59,,,,,,,,,0,,
7648,STABILIZING,312,88379,-4410.74,,,,,,,,,0,,
8687,STABILIZING,309,89461,-2307.55,,,,,,,,,0,,
9687,STABILIZING,303,85119,-5616.85,,,,,,,,,0,,
10690,STABILIZING,324,86673,-3086.52,,,,,,,,,0,,
11691,STABILIZING,446,92927,3201.26,,,,,,,,,0,,
12692,STABILIZING,610,94751,3817.49,,,,,,,,,0,,
13730,STABILIZING,399,99104,6411.80,,,,,,,,,0,,
14731,STABILIZING,526,98143,4126.74,,,,,,,,,0,,
15735,CALIBRATION,628,98150,3159.68,,,,,,,,,0,,
16773,CALIBRATION,649,97498,1836.10,,,,,,,,,0,,
17773,CALIBRATION,651,97760,1629.45,,,,,,,,,0,,
18774,CALIBRATION,648,97308,867.88,,,,,,,,,0,,
19775,CALIBRATION,501,97086,487.87,,,,,,,,,0,,
20775,CALIBRATION,399,97094,404.48,,,,,,,,,0,,
21776,CALIBRATION,372,97194,379.96,,,,,,,,,0,,
22777,CALIBRATION,350,97214,309.32,,,,,,,,,0,,
23778,CALIBRATION,343,97267,267.04,,,,,,,,,0,,
24778,CALIBRATION,331,97315,241.92,,,,,,,,,0,,
25779,CALIBRATION,327,97621,472.88,,,,,,,,,0,,
26780,CALIBRATION,325,97269,60.23,,,,,,,,,0,,
27780,CALIBRATION,326,97327,101.23,,,,,,,,,0,,
28781,CALIBRATION,321,97255,3.07,,,,,,,,,0,,
29782,CALIBRATION,317,97239,-10.29,,,,,,,,,0,,
30783,CALIBRATION,315,97181,-58.80,,,,,,,,,0,,
31783,CALIBRATION,315,97530,247.06,,,,,,,,,0,,
