pc_time_iso,elapsed_pc_s,seq,missing_since_prev,total_missing_packets,mean_hr,final_ppg_stress_score,final_gsr_stress_score,integrated_stress_score,integrated_level_code,integrated_level,mode_code,mode,ppg_ready,gsr_ready,label_valid,measuring,raw_hex
2026-05-14T22:20:56.831,11.202,201,0,0,-1.000,-1.000,54.462,-1.000,0,NONE,7,NO_FINGER,0,0,0,1,c9 00 00 00 80 bf 00 00 80 bf b0 d8 59 42 00 00 80 bf 00 07 08
2026-05-14T22:20:57.912,12.283,202,0,0,-1.000,-1.000,54.462,-1.000,0,NONE,7,NO_FINGER,0,0,0,1,ca 00 00 00 80 bf 00 00 80 bf b0 d8 59 42 00 00 80 bf 00 07 08
2026-05-14T22:20:58.929,13.300,203,0,0,-1.000,-1.000,54.462,-1.000,0,NONE,7,NO_FINGER,0,0,0,1,cb 00 00 00 80 bf 00 00 80 bf b0 d8 59 42 00 00 80 bf 00 07 08
2026-05-14T22:20:59.951,14.322,204,0,0,-1.000,-1.000,54.462,54.462,2,Normal,3,REST,0,1,1,1,cc 00 00 00 80 bf 00 00 80 bf b0 d8 59 42 b0 d8 59 42 02 03 0e
2026-05-14T22:21:00.972,15.343,205,0,0,-1.000,-1.000,54.462,54.462,2,Normal,3,REST,0,1,1,1,cd 00 00 00 80 bf 00 00 80 bf b0 d8 59 42 b0 d8 59 42 02 03 0e
2026-05-14T22:21:01.987,16.358,206,0,0,-1.000,-1.000,54.462,54.462,2,Normal,3,REST,0,1,1,1,ce 00 00 00 80 bf 00 00 80 bf b0 d8 59 42 b0 d8 59 42 02 03 0e
2026-05-14T22:21:03.004,17.375,207,0,0,-1.000,-1.000,54.462,54.462,2,Normal,3,REST,0,1,1,1,cf 00 00 00 80 bf 00 00 80 bf b0 d8 59 42 b0 d8 59 42 02 03 0e
2026-05-14T22:21:04.031,18.402,208,0,0,-1.000,-1.000,54.462,54.462,2,Normal,3,REST,0,1,1,1,d0 00 00 00 80 bf 00 00 80 bf b0 d8 59 42 b0 d8 59 42 02 03 0e
2026-05-14T22:21:05.050,19.421,209,0,0,-1.000,-1.000,54.462,54.462,2,Normal,3,REST,0,1,1,1,d1 00 00 00 80 bf 00 00 80 bf b0 d8 59 42 b0 d8 59 42 02 03 0e
2026-05-14T22:21:06.132,20.503,210,0,0,-1.000,-1.000,54.462,54.462,2,Normal,3,REST,0,1,1,1,d2 00 00 00 80 bf 00 00 80 bf b0 d8 59 42 b0 d8 59 42 02 03 0e
2026-05-14T22:21:07.084,21.455,211,0,0,-1.000,-1.000,54.462,54.462,2,Normal,3,REST,0,1,1,1,d3 00 00 00 80 bf 00 00 80 bf b0 d8 59 42 b0 d8 59 42 02 03 0e
2026-05-14T22:21:08.106,22.477,212,0,0,-1.000,-1.000,54.462,54.462,2,Normal,3,REST,0,1,1,1,d4 00 00 00 80 bf 00 00 80 bf b0 d8 59 42 b0 d8 59 42 02 03 0e
2026-05-14T22:21:09.190,23.561,213,0,0,-1.000,-1.000,54.462,54.462,2,Normal,3,REST,0,1,1,1,d5 00 00 00 80 bf 00 00 80 bf b0 d8 59 42 b0 d8 59 42 02 03 0e
2026-05-14T22:21:10.147,24.518,214,0,0,-1.000,-1.000,66.667,66.667,3,Mild,3,REST,0,1,1,1,d6 00 00 00 80 bf 00 00 80 bf 55 55 85 42 55 55 85 42 03 03 0e
2026-05-14T22:21:11.162,25.533,215,0,0,-1.000,-1.000,66.667,66.667,3,Mild,3,REST,0,1,1,1,d7 00 00 00 80 bf 00 00 80 bf 55 55 85 42 55 55 85 42 03 03 0e
2026-05-14T22:21:12.183,26.554,216,0,0,-1.000,-1.000,66.667,66.667,3,Mild,3,REST,0,1,1,1,d8 00 00 00 80 bf 00 00 80 bf 55 55 85 42 55 55 85 42 03 03 0e
2026-05-14T22:21:13.204,27.576,217,0,0,-1.000,-1.000,66.667,66.667,3,Mild,3,REST,0,1,1,1,d9 00 00 00 80 bf 00 00 80 bf 55 55 85 42 55 55 85 42 03 03 0e
2026-05-14T22:21:14.224,28.595,218,0,0,-1.000,-1.000,66.667,66.667,3,Mild,3,REST,0,1,1,1,da 00 00 00 80 bf 00 00 80 bf 55 55 85 42 55 55 85 42 03 03 0e
2026-05-14T22:21:15.243,29.614,219,0,0,-1.000,-1.000,66.667,66.667,3,Mild,3,REST,0,1,1,1,db 00 00 00 80 bf 00 00 80 bf 55 55 85 42 55 55 85 42 03 03 0e
2026-05-14T22:21:16.264,30.635,220,0,0,-1.000,-1.000,66.667,66.667,3,Mild,3,REST,0,1,1,1,dc 00 00 00 80 bf 00 00 80 bf 55 55 85 42 55 55 85 42 03 03 0e
