pc_time_iso,elapsed_pc_s,mean_hr,final_ppg_stress_score,final_gsr_stress_score,integrated_stress_score,integrated_level_code,integrated_level,mode_code,mode,ppg_ready,gsr_ready,label_valid,measuring,raw_hex
2026-05-05T09:40:17.644,17.408,-1.000,-1.000,-1.000,-1.000,0,NONE,1,STABILIZING,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 01 08
2026-05-05T09:40:18.604,18.368,-1.000,-1.000,-1.000,-1.000,0,NONE,1,STABILIZING,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 01 08
2026-05-05T09:40:19.625,19.389,-1.000,-1.000,-1.000,-1.000,0,NONE,1,STABILIZING,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 01 08
2026-05-05T09:40:20.645,20.408,-1.000,-1.000,-1.000,-1.000,0,NONE,1,STABILIZING,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 01 08
2026-05-05T09:40:21.665,21.429,-1.000,-1.000,-1.000,-1.000,0,NONE,1,STABILIZING,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 01 08
2026-05-05T09:40:22.685,22.449,-1.000,-1.000,-1.000,-1.000,0,NONE,1,STABILIZING,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 01 08
2026-05-05T09:40:23.704,23.468,-1.000,-1.000,-1.000,-1.000,0,NONE,1,STABILIZING,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 01 08
2026-05-05T09:40:24.725,24.488,-1.000,-1.000,-1.000,-1.000,0,NONE,1,STABILIZING,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 01 08
2026-05-05T09:40:25.745,25.508,-1.000,-1.000,-1.000,-1.000,0,NONE,1,STABILIZING,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 01 08
2026-05-05T09:40:26.765,26.529,-1.000,-1.000,-1.000,-1.000,0,NONE,1,STABILIZING,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 01 08
2026-05-05T09:40:27.724,27.488,-1.000,-1.000,-1.000,-1.000,0,NONE,1,STABILIZING,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 01 08
2026-05-05T09:40:28.751,28.515,-1.000,-1.000,-1.000,-1.000,0,NONE,1,STABILIZING,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 01 08
2026-05-05T09:40:29.764,29.528,-1.000,-1.000,-1.000,-1.000,0,NONE,1,STABILIZING,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 01 08
2026-05-05T09:40:30.845,30.609,-1.000,-1.000,-1.000,-1.000,0,NONE,1,STABILIZING,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 01 08
2026-05-05T09:40:31.805,31.569,-1.000,-1.000,-1.000,-1.000,0,NONE,2,CALIBRATION,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 02 08
2026-05-05T09:40:32.765,32.529,-1.000,-1.000,-1.000,-1.000,0,NONE,2,CALIBRATION,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 02 08
2026-05-05T09:40:33.784,33.548,-1.000,-1.000,-1.000,-1.000,0,NONE,2,CALIBRATION,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 02 08
2026-05-05T09:40:34.805,34.569,-1.000,-1.000,-1.000,-1.000,0,NONE,2,CALIBRATION,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 02 08
2026-05-05T09:40:35.765,35.529,-1.000,-1.000,-1.000,-1.000,0,NONE,2,CALIBRATION,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 02 08
2026-05-05T09:40:36.784,36.548,-1.000,-1.000,-1.000,-1.000,0,NONE,2,CALIBRATION,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 02 08
2026-05-05T09:40:37.804,37.568,-1.000,-1.000,-1.000,-1.000,0,NONE,2,CALIBRATION,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 02 08
2026-05-05T09:40:38.764,38.528,-1.000,-1.000,-1.000,-1.000,0,NONE,2,CALIBRATION,0,0,0,1,00 00 80 bf 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 02 08
2026-05-05T09:40:39.844,39.608,98.652,-1.000,-1.000,-1.000,0,NONE,2,CALIBRATION,0,0,0,1,b3 4d c5 42 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 02 08
2026-05-05T09:40:40.804,40.567,97.773,-1.000,-1.000,-1.000,0,NONE,2,CALIBRATION,0,0,0,1,c0 8b c3 42 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 02 08
2026-05-05T09:40:41.827,41.591,97.773,-1.000,-1.000,-1.000,0,NONE,2,CALIBRATION,0,0,0,1,c0 8b c3 42 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 02 08
2026-05-05T09:40:42.845,42.609,97.773,-1.000,-1.000,-1.000,0,NONE,2,CALIBRATION,0,0,0,1,c0 8b c3 42 00 00 80 bf 00 00 80 bf 00 00 80 bf 00 02 08
