time_ms,ppg_mode,ir_raw,filtered_ppg,ibi_ms,valid_ibi_ms,mean_hr,sdnn,rmssd,baseline_mean_hr_mean,baseline_mean_hr_std,baseline_sdnn_mean,baseline_sdnn_std,baseline_rmssd_mean,baseline_rmssd_std,baseline_ibi_mean,baseline_ibi_std,sqi_score,valid_window_flag,mean_hr_z,sdnn_z,rmssd_z,mean_hr_stress_score,sdnn_stress_score,rmssd_stress_score,ppg_avg_score,hrv_score,final_ppg_stress_score,final_ppg_stress_level,ibi_count,baseline_count,no_finger_count,gsr_mode,gsr_sample_index,raw_gsr,median_gsr,scl_baseline,scr_detect_baseline,phasic,phasic_pos,scl_mean_30s,scr_amplitude_mean_30s,ns_scr_frequency_per_min,scl_mean_z,scr_amplitude_mean_z,ns_scr_frequency_z,scl_stress_score,scr_amplitude_stress_score,ns_scr_frequency_stress_score,final_gsr_stress_score,gsr_feature_ready,gsr_contact_ok,gsr_valid_sample_flag,integrated_stress_score,integrated_stress_level,pc_elapsed_sec,analysis_ppg_mode,analysis_gsr_mode,time_sec
924865,MONITORING,93103,92.017,681.0,681.0,93.06,42.58,56.03,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,75.66,1,-5.7086,6.8588,8.4231,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7607,332,332.0,323.64,327.28,4.72,4.72,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,125.79,MONITORING,2,924.865
925866,MONITORING,93085,105.3523,641.0,641.0,92.87,41.79,56.05,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,74.12,1,-5.9503,6.4986,8.4328,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7615,338,337.0,324.71,328.35,8.65,8.65,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,126.79,MONITORING,2,925.866
926867,MONITORING,93342,125.5507,641.0,641.0,92.87,41.78,56.05,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,75.35,1,-5.9565,6.4965,8.4327,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7623,336,336.0,325.95,329.6,6.4,6.4,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,127.79,MONITORING,2,926.867
927868,MONITORING,93050,-85.7391,681.0,681.0,92.49,42.64,56.05,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,77.21,1,-6.4494,6.8853,8.4327,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7631,331,331.0,327.21,330.13,0.87,0.87,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,128.79,MONITORING,2,927.868
928869,MONITORING,93170,-71.4963,721.0,721.0,91.92,43.62,56.54,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,78.46,1,-7.1811,7.3326,8.6243,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7639,333,334.0,328.16,330.46,3.54,3.54,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,129.79,MONITORING,2,928.869
929870,MONITORING,92794,-61.8523,,,91.92,43.62,56.54,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,78.46,1,-7.1811,7.3326,8.6243,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7647,333,333.0,328.98,330.87,2.13,2.13,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,130.79,MONITORING,2,929.87
930871,MONITORING,92779,-170.5986,2082.0,,91.92,43.62,56.54,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,78.46,1,-7.1811,7.3326,8.6243,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7655,335,335.0,329.79,331.45,3.55,3.55,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,131.79,MONITORING,2,930.871
931872,MONITORING,93119,249.2067,760.0,,91.92,43.62,56.54,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,78.46,1,-7.1811,7.3326,8.6243,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7663,338,338.0,330.64,332.28,5.72,5.72,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,132.79,MONITORING,2,931.872
932873,MONITORING,92995,13.7892,681.0,681.0,91.36,42.94,56.1,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,80.54,1,-7.9099,7.0199,8.4517,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7671,340,340.0,331.49,333.25,6.75,6.75,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,133.79,MONITORING,2,932.873
933874,MONITORING,93377,137.7124,720.0,720.0,90.81,43.1,56.05,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,83.67,1,-8.618,7.0957,8.4325,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7679,343,343.0,332.33,334.57,8.43,8.43,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,134.79,MONITORING,2,933.874
934875,MONITORING,93122,-66.2777,721.0,721.0,89.9,39.84,54.48,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,84.79,1,-9.7949,5.6156,7.8179,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7687,343,343.0,333.18,335.84,7.16,7.16,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,135.8,MONITORING,2,934.875
935876,MONITORING,93387,-70.6413,720.0,720.0,89.37,38.91,54.0,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,85.45,1,-10.4806,5.1936,7.629,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7695,345,344.0,334.0,337.01,6.99,6.99,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,136.8,MONITORING,2,935.876
936877,MONITORING,93221,41.7103,681.0,681.0,89.13,38.51,53.26,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,84.35,1,-10.7891,5.0095,7.3414,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7703,344,346.0,335.05,338.26,7.74,7.74,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,137.8,MONITORING,2,936.877
937878,MONITORING,93357,-141.4113,680.0,680.0,88.83,36.8,51.74,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,82.77,1,-11.1696,4.2345,6.748,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7711,347,347.0,336.07,339.38,7.62,7.62,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,138.8,MONITORING,2,937.878
938879,MONITORING,93002,-52.4506,681.0,681.0,88.83,36.8,51.21,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,84.3,1,-11.1696,4.2345,6.5386,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7719,347,348.0,337.07,340.61,7.39,7.39,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,139.8,MONITORING,2,938.879
939880,MONITORING,92957,-232.5754,,,88.83,36.8,51.21,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,84.3,1,-11.1696,4.2345,6.5386,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7727,346,346.0,337.93,341.38,4.62,4.62,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,140.8,MONITORING,2,939.88
940881,MONITORING,92765,76.4131,681.0,681.0,88.66,36.23,51.21,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,84.76,1,-11.3955,3.9755,6.5386,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7735,350,349.0,338.73,342.26,6.74,6.74,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,141.8,MONITORING,2,940.881
941882,MONITORING,93146,129.6368,640.0,640.0,88.66,36.27,50.25,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,83.0,1,-11.3899,3.9912,6.1656,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7743,351,351.0,339.8,343.49,7.51,7.51,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,142.8,MONITORING,2,941.882
942883,MONITORING,93075,194.4145,640.0,640.0,88.66,34.48,47.99,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,79.17,1,-11.3899,3.1784,5.2811,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7751,354,352.0,340.91,344.76,7.24,7.24,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,143.8,MONITORING,2,942.883
943884,MONITORING,93248,-28.6921,681.0,681.0,88.49,33.81,48.02,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,80.07,1,-11.615,2.8776,5.2924,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7759,353,353.0,342.05,346.01,6.99,6.99,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,144.8,MONITORING,2,943.884
944885,MONITORING,93076,-82.7454,640.0,640.0,88.84,35.11,48.59,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,78.47,1,-11.1639,3.4676,5.5155,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7767,356,356.0,343.09,347.36,8.64,8.64,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,145.81,MONITORING,2,944.885
945886,MONITORING,93354,2.575,681.0,681.0,88.84,35.11,48.93,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,78.61,1,-11.1639,3.4676,5.6471,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7775,357,357.0,344.17,348.76,8.24,8.24,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,146.81,MONITORING,2,945.886
946887,MONITORING,93155,-64.0407,680.0,680.0,89.02,34.95,47.48,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,78.66,1,-10.9257,3.3932,5.0817,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7783,358,358.0,345.53,350.09,7.91,7.91,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,147.81,MONITORING,2,946.887
947888,MONITORING,93552,86.2139,681.0,681.0,89.2,33.84,47.48,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,78.45,1,-10.6979,2.8893,5.0817,0.0,0.0,0.0,0.0,0.0,0.0,Normal,30,16,14079,2,7791,360,360.0,346.93,351.42,8.58,8.58,329.69,0.0,0.0,-0.9249,-0.5626,0.0,36.13,41.56,50.0,42.56,0,1,1,21.28,Normal,148.81,MONITORING,2,947.888
948889,MONITORING,93359,-71.0879,681.0,681.0,89.02,25.94,31.57,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,81.91,1,-10.9313,-0.6975,-1.139,0.0,23.25,37.97,20.41,30.61,20.41,Normal,30,16,14079,2,7799,363,362.0,348.38,352.78,9.22,9.22,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,1,1,1,31.46,Normal,149.81,MONITORING,2,948.889
949890,MONITORING,93453,-94.058,640.0,640.0,89.2,26.63,31.57,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,84.29,1,-10.6979,-0.3837,-1.139,0.0,12.79,37.97,16.92,25.38,16.92,Normal,30,16,14079,2,7807,363,363.0,349.79,354.14,8.86,8.86,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,29.72,Normal,150.81,MONITORING,2,949.89
950891,MONITORING,93138,-190.4009,1281.0,,89.2,26.63,31.57,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,84.29,1,-10.6979,-0.3837,-1.139,0.0,12.79,37.97,16.92,25.38,16.92,Normal,30,16,14079,2,7815,364,364.0,351.19,355.58,8.42,8.42,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,29.72,Normal,151.81,MONITORING,2,950.891
951892,MONITORING,93119,-116.4476,681.0,681.0,89.02,25.94,32.47,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,84.63,1,-10.9313,-0.6975,-0.7854,0.0,23.25,26.18,16.48,24.72,16.48,Normal,30,16,14079,2,7823,365,365.0,352.55,356.97,8.03,8.03,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,29.5,Normal,152.81,MONITORING,2,951.892
952893,MONITORING,92910,-48.1657,1321.0,,89.02,25.94,32.47,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,84.63,1,-10.9313,-0.6975,-0.7854,0.0,23.25,26.18,16.48,24.72,16.48,Normal,30,16,14079,2,7831,367,367.0,353.81,358.35,8.65,8.65,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,29.5,Normal,153.81,MONITORING,2,952.893
953894,MONITORING,93121,141.5599,681.0,681.0,88.84,25.2,32.47,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,84.5,1,-11.1582,-1.0331,-0.7854,0.0,34.44,26.18,20.21,30.31,20.21,Normal,30,16,14079,2,7839,368,367.0,355.09,359.64,7.36,7.36,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,31.36,Normal,154.81,MONITORING,2,953.894
954895,MONITORING,92990,51.3527,680.0,680.0,88.84,25.2,33.31,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,82.5,1,-11.1582,-1.0331,-0.4578,0.0,34.44,15.26,16.57,24.85,16.57,Normal,30,16,14079,2,7847,369,369.0,356.39,360.97,8.03,8.03,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,29.54,Normal,155.82,MONITORING,2,954.895
955896,MONITORING,93421,221.6566,681.0,681.0,88.84,25.2,32.47,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,81.9,1,-11.1582,-1.0331,-0.7854,0.0,34.44,26.18,20.21,30.31,20.21,Normal,30,16,14079,2,7855,371,371.0,357.73,362.43,8.57,8.57,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,31.36,Normal,156.82,MONITORING,2,955.896
956897,MONITORING,93277,-51.7343,640.0,640.0,89.37,25.08,32.47,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,82.96,1,-10.4691,-1.0862,-0.7852,0.0,36.21,26.17,20.79,31.19,20.79,Normal,30,16,14079,2,7863,373,372.0,359.1,363.82,8.18,8.18,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,31.65,Normal,157.82,MONITORING,2,956.897
957898,MONITORING,93625,89.1666,681.0,681.0,89.37,25.08,32.56,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,82.64,1,-10.4691,-1.0862,-0.7521,0.0,36.21,25.07,20.42,30.64,20.42,Normal,30,16,14079,2,7871,374,374.0,360.49,365.27,8.73,8.73,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,31.47,Normal,158.82,MONITORING,2,957.898
958899,MONITORING,93230,-255.2559,640.0,640.0,89.73,23.96,31.79,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,81.43,1,-10.009,-1.597,-1.0537,0.0,53.23,35.12,29.45,44.18,44.18,Mild,30,16,14079,2,7879,376,376.0,362.06,366.77,9.23,9.23,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,43.35,Mild,159.82,MONITORING,2,958.899
959900,MONITORING,93344,43.9466,,,89.73,23.96,31.79,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,81.43,1,-10.009,-1.597,-1.0537,0.0,53.23,35.12,29.45,44.18,44.18,Mild,30,16,14079,2,7887,376,378.0,363.58,368.24,9.76,9.76,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,43.35,Mild,160.82,MONITORING,2,959.9
960901,MONITORING,93276,-85.0477,600.0,600.0,90.28,25.01,32.64,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,81.31,1,-9.3059,-1.1211,-0.7192,0.0,37.37,23.97,20.45,30.67,20.45,Normal,30,16,14079,2,7895,380,380.0,365.07,369.8,10.2,10.2,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,31.48,Normal,161.82,MONITORING,2,960.901
961901,MONITORING,93017,12.8937,640.0,640.0,90.82,23.11,32.73,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,78.18,1,-8.6003,-1.9828,-0.686,0.0,66.09,22.87,29.65,44.48,29.65,Normal,30,16,14079,2,7903,380,380.0,366.49,371.23,8.77,8.77,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,36.08,Mild,162.82,MONITORING,2,961.901
962902,MONITORING,93229,-44.3834,641.0,641.0,91.01,23.05,32.73,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,78.34,1,-8.3631,-2.0108,-0.686,0.0,67.03,22.87,29.96,44.95,29.96,Normal,30,16,14079,2,7911,382,382.0,367.99,372.73,9.27,9.27,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,36.24,Mild,163.82,MONITORING,2,962.902
963903,MONITORING,92969,-86.0455,640.0,640.0,91.38,22.74,32.73,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,83.31,1,-7.886,-2.1494,-0.686,0.0,71.65,22.87,31.5,47.26,31.5,Normal,30,16,14079,2,7919,383,383.0,369.47,374.3,8.7,8.7,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,37.01,Mild,164.82,MONITORING,2,963.903
964904,MONITORING,93070,-6.1258,641.0,641.0,91.56,22.43,31.83,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,84.43,1,-7.6459,-2.289,-1.0368,0.0,76.3,34.56,36.95,55.43,55.43,Mild,30,16,14079,2,7927,386,386.0,370.95,375.86,10.14,10.14,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,48.97,Mild,165.82,MONITORING,2,964.904
965905,MONITORING,92464,-273.6783,641.0,641.0,91.56,22.41,30.9,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,85.26,1,-7.6519,-2.2993,-1.398,0.0,76.64,46.6,41.08,61.62,61.62,Mild,30,16,14079,2,7935,385,385.0,372.44,377.36,7.64,7.64,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,52.07,Mild,166.82,MONITORING,2,965.905
966906,MONITORING,92920,244.6051,1321.0,,91.56,22.41,30.9,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,85.26,1,-7.6519,-2.2993,-1.398,0.0,76.64,46.6,41.08,61.62,61.62,Mild,30,16,14079,2,7943,387,386.0,373.87,378.7,7.3,7.3,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,52.07,Mild,167.82,MONITORING,2,966.906
967907,MONITORING,92935,197.5961,681.0,681.0,91.37,22.66,29.86,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,74.56,1,-7.892,-2.1882,-1.8061,0.0,72.94,60.2,44.38,66.57,66.57,Mild,30,16,14079,2,7951,388,388.0,375.29,380.02,7.98,7.98,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,54.54,Mild,168.83,MONITORING,2,967.907
968908,MONITORING,93469,301.2705,681.0,681.0,91.37,22.66,28.92,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,72.93,1,-7.892,-2.1882,-2.173,0.0,72.94,72.43,48.46,72.69,72.69,Stress,30,16,14079,2,7959,390,389.0,376.73,381.38,7.62,7.62,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,57.6,Mild,169.83,MONITORING,2,968.908
969909,MONITORING,93540,31.0206,681.0,681.0,91.19,22.88,29.91,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,76.25,1,-8.131,-2.0873,-1.7881,0.0,69.58,59.6,43.06,64.59,64.59,Mild,30,16,14079,2,7967,390,390.0,378.14,382.74,7.26,7.26,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,53.55,Mild,170.83,MONITORING,2,969.909
970910,MONITORING,93735,-83.4551,681.0,681.0,91.19,22.88,28.97,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,75.59,1,-8.131,-2.0873,-2.1544,0.0,69.58,71.81,47.13,70.69,70.69,Stress,30,16,14079,2,7975,394,394.0,379.57,384.17,9.83,9.83,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,56.6,Mild,171.83,MONITORING,2,970.91
971911,MONITORING,93536,-213.0946,,,91.19,22.88,28.97,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,75.59,1,-8.131,-2.0873,-2.1544,0.0,69.58,71.81,47.13,70.69,70.69,Stress,30,16,14079,2,7983,396,395.0,381.03,385.6,9.4,9.4,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,56.6,Mild,172.83,MONITORING,2,971.911
972912,MONITORING,93616,-182.9491,,,91.19,22.88,28.97,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,75.59,1,-8.131,-2.0873,-2.1544,0.0,69.58,71.81,47.13,70.69,70.69,Stress,30,16,14079,2,7991,395,396.0,382.53,387.08,8.92,8.92,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,56.6,Mild,173.83,MONITORING,2,972.912
973913,MONITORING,93227,-204.9254,,,91.19,22.88,28.97,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,75.59,1,-8.131,-2.0873,-2.1544,0.0,69.58,71.81,47.13,70.69,70.69,Stress,30,16,14079,2,7999,398,398.0,384.04,388.6,9.4,9.4,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,56.6,Mild,174.83,MONITORING,2,973.913
974914,MONITORING,93108,-205.2924,,,91.19,22.88,28.97,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,75.59,1,-8.131,-2.0873,-2.1544,0.0,69.58,71.81,47.13,70.69,70.69,Stress,30,16,14079,2,8007,398,398.0,385.51,390.1,7.9,7.9,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,56.6,Mild,175.83,MONITORING,2,974.914
975915,MONITORING,92538,-246.4917,,,91.19,22.88,28.97,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,75.59,1,-8.131,-2.0873,-2.1544,0.0,69.58,71.81,47.13,70.69,70.69,Stress,30,16,14079,2,8015,399,399.0,386.94,391.43,7.57,7.57,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,56.6,Mild,176.83,MONITORING,2,975.915
976916,MONITORING,92759,308.2407,5925.0,,91.19,22.88,28.97,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,75.59,1,-8.131,-2.0873,-2.1544,0.0,69.58,71.81,47.13,70.69,70.69,Stress,30,16,14079,2,8023,403,401.0,388.38,392.82,8.18,8.18,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,56.6,Mild,177.83,MONITORING,2,976.916
977917,MONITORING,92656,151.8912,641.0,641.0,91.37,22.69,29.02,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,79.75,1,-7.8979,-2.1717,-2.1363,0.0,72.39,71.21,47.87,71.8,71.8,Stress,30,16,14079,2,8031,401,401.0,389.78,394.19,6.81,6.81,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,57.16,Mild,178.84,MONITORING,2,977.917
978918,MONITORING,93151,446.1505,680.0,680.0,91.37,22.66,28.97,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,81.87,1,-7.892,-2.1882,-2.1546,0.0,72.94,71.82,48.25,72.38,72.38,Stress,30,16,14079,2,8039,403,403.0,391.11,395.36,7.64,7.64,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,57.45,Mild,179.84,MONITORING,2,978.918
979919,MONITORING,93150,76.6561,641.0,641.0,91.37,22.66,27.95,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,85.14,1,-7.892,-2.1882,-2.5525,0.0,72.94,85.08,52.67,79.01,79.01,Stress,30,16,14079,2,8047,404,404.0,392.39,396.52,7.48,7.48,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,60.76,Mild,180.84,MONITORING,2,979.919
980920,MONITORING,93415,60.0397,680.0,680.0,91.19,22.82,27.85,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,82.71,1,-8.131,-2.1147,-2.5911,0.0,70.49,86.37,52.29,78.43,78.43,Stress,30,16,14079,2,8055,406,406.0,393.73,397.75,8.25,8.25,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,60.47,Mild,181.84,MONITORING,2,980.92
981921,MONITORING,93346,-120.4335,681.0,681.0,91.19,22.82,26.84,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,77.02,1,-8.131,-2.1147,-2.9852,0.0,70.49,99.51,56.67,85.0,85.0,Stress,30,16,14079,2,8063,408,408.0,395.09,399.15,8.85,8.85,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,63.76,Mild,182.84,MONITORING,2,981.921
982922,MONITORING,93656,39.1671,640.0,640.0,91.19,22.85,26.95,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,74.16,1,-8.125,-2.1027,-2.9451,0.0,70.09,98.17,56.09,84.13,84.13,Stress,30,16,14079,2,8071,409,409.0,396.41,400.53,8.47,8.47,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,63.32,Mild,183.84,MONITORING,2,982.922
