time_ms,ppg_mode,ir_raw,filtered_ppg,ibi_ms,valid_ibi_ms,mean_hr,sdnn,rmssd,baseline_mean_hr_mean,baseline_mean_hr_std,baseline_sdnn_mean,baseline_sdnn_std,baseline_rmssd_mean,baseline_rmssd_std,baseline_ibi_mean,baseline_ibi_std,sqi_score,valid_window_flag,mean_hr_z,sdnn_z,rmssd_z,mean_hr_stress_score,sdnn_stress_score,rmssd_stress_score,ppg_avg_score,hrv_score,final_ppg_stress_score,final_ppg_stress_level,ibi_count,baseline_count,no_finger_count,gsr_mode,gsr_sample_index,raw_gsr,median_gsr,scl_baseline,scr_detect_baseline,phasic,phasic_pos,scl_mean_30s,scr_amplitude_mean_30s,ns_scr_frequency_per_min,scl_mean_z,scr_amplitude_mean_z,ns_scr_frequency_z,scl_stress_score,scr_amplitude_stress_score,ns_scr_frequency_stress_score,final_gsr_stress_score,gsr_feature_ready,gsr_contact_ok,gsr_valid_sample_flag,integrated_stress_score,integrated_stress_level,pc_elapsed_sec,analysis_ppg_mode,analysis_gsr_mode,time_sec
983923,MONITORING,93468,-147.3264,681.0,681.0,91.19,22.88,27.0,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,69.98,1,-8.131,-2.0873,-2.9251,0.0,69.58,97.5,55.69,83.54,83.54,Stress,30,16,14079,2,8079,410,410.0,397.71,401.89,8.11,8.11,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,63.03,Mild,184.84,MONITORING,2,983.923
984924,MONITORING,93601,1.7518,680.0,680.0,91.01,22.99,27.0,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,66.38,1,-8.3631,-2.038,-2.9251,0.0,67.93,97.5,55.15,82.72,82.72,Stress,30,16,14079,2,8087,412,412.0,399.09,403.36,8.64,8.64,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,62.62,Mild,185.84,MONITORING,2,984.924
985925,MONITORING,93315,-180.7898,1281.0,,91.01,22.99,27.0,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,66.38,1,-8.3631,-2.038,-2.9251,0.0,67.93,97.5,55.15,82.72,82.72,Stress,30,16,14079,2,8095,416,415.0,400.55,404.95,10.05,10.05,328.8,0.0,0.0,-0.9349,-0.5626,0.0,35.98,41.56,50.0,42.51,0,1,1,62.62,Mild,186.84,MONITORING,2,985.925
986926,MONITORING,93197,82.1296,641.0,641.0,91.0,22.96,26.9,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,63.74,1,-8.3691,-2.0509,-2.9651,0.0,68.36,98.84,55.73,83.6,83.6,Stress,30,16,14079,2,8103,416,416.0,402.01,406.53,9.47,9.47,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,64.35,Mild,187.85,MONITORING,2,986.926
987927,MONITORING,93045,-177.8803,613.0,613.0,91.19,25.47,33.64,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,83.24,1,-8.125,-0.9126,-0.3301,0.0,30.42,11.0,13.81,20.71,13.81,Normal,30,16,14079,2,8111,417,417.0,403.45,408.0,9.0,9.0,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,29.46,Normal,188.85,MONITORING,2,987.927
988927,MONITORING,92868,107.1637,640.0,640.0,91.0,23.25,32.33,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,79.49,1,-8.3691,-1.918,-0.8401,0.0,63.93,28.0,30.65,45.97,30.65,Normal,30,16,14079,2,8119,418,418.0,404.89,409.46,8.54,8.54,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,37.88,Mild,189.85,MONITORING,2,988.927
989928,MONITORING,92998,-42.9728,641.0,641.0,91.0,23.25,32.33,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,73.94,1,-8.3691,-1.918,-0.8401,0.0,63.93,28.0,30.65,45.97,30.65,Normal,30,16,14079,2,8127,420,419.0,406.29,410.9,8.1,8.1,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,37.88,Mild,190.85,MONITORING,2,989.928
990929,MONITORING,92611,-31.6369,681.0,681.0,90.82,23.31,33.22,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,76.26,1,-8.6062,-1.8911,-0.4944,0.0,63.04,16.48,26.51,39.76,26.51,Normal,30,16,14079,2,8135,420,420.0,407.67,412.24,7.76,7.76,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,35.81,Mild,191.85,MONITORING,2,990.929
991930,MONITORING,92843,57.4668,641.0,641.0,90.82,23.31,34.04,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,78.12,1,-8.6062,-1.8911,-0.174,0.0,63.04,5.8,22.95,34.42,22.95,Normal,30,16,14079,2,8143,421,421.0,409.01,413.53,7.47,7.47,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,34.03,Mild,192.85,MONITORING,2,991.93
992931,MONITORING,92847,85.1922,641.0,641.0,90.82,23.31,34.04,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,78.58,1,-8.6062,-1.8911,-0.1738,0.0,63.04,5.79,22.94,34.42,22.94,Normal,30,16,14079,2,8151,424,423.0,410.3,414.8,8.2,8.2,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,34.02,Mild,193.85,MONITORING,2,992.931
993932,MONITORING,93324,275.2824,640.0,640.0,90.82,23.34,33.26,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,80.53,1,-8.6003,-1.8776,-0.4782,0.0,62.59,15.94,26.18,39.26,26.18,Normal,30,16,14079,2,8159,424,424.0,411.65,416.17,7.83,7.83,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,35.64,Mild,194.85,MONITORING,2,993.932
994933,MONITORING,93074,-100.502,681.0,681.0,91.0,23.31,34.08,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,84.05,1,-8.3691,-1.8911,-0.1579,0.0,63.04,5.26,22.77,34.15,22.77,Normal,30,16,14079,2,8167,426,425.0,413.01,417.47,7.53,7.53,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,33.94,Mild,195.85,MONITORING,2,994.933
995934,MONITORING,93138,-19.9016,600.0,600.0,91.38,25.32,36.46,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,82.37,1,-7.886,-0.9792,0.7746,0.0,32.64,0.0,10.88,16.32,10.88,Normal,30,16,14079,2,8175,425,427.0,414.35,418.84,8.16,8.16,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,27.99,Normal,196.85,MONITORING,2,995.934
996935,MONITORING,92932,-202.3858,1321.0,,91.38,25.32,36.46,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,82.37,1,-7.886,-0.9792,0.7746,0.0,32.64,0.0,10.88,16.32,10.88,Normal,30,16,14079,2,8183,427,428.0,415.71,420.1,7.9,7.9,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,27.99,Normal,197.85,MONITORING,2,996.935
997936,MONITORING,92865,135.255,641.0,641.0,91.56,25.02,36.46,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,79.86,1,-7.6519,-1.1137,0.7746,0.0,37.12,0.0,12.37,18.56,12.37,Normal,30,16,14079,2,8191,429,429.0,417.09,421.3,7.7,7.7,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,28.74,Normal,198.86,MONITORING,2,997.936
998937,MONITORING,92855,-145.2443,680.0,680.0,91.56,24.99,36.43,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,79.34,1,-7.6459,-1.1294,0.76,0.0,37.65,0.0,12.55,18.82,12.55,Normal,30,16,14079,2,8199,430,430.0,418.47,422.51,7.49,7.49,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,28.83,Normal,199.86,MONITORING,2,998.937
999937,MONITORING,92458,25.0935,640.0,640.0,91.57,25.01,36.43,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,77.83,1,-7.6399,-1.1202,0.7602,0.0,37.34,0.0,12.45,18.67,12.45,Normal,30,16,14079,2,8207,430,431.0,419.83,423.74,7.26,7.26,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,28.78,Normal,200.86,MONITORING,2,999.937
1000938,MONITORING,92218,-285.491,,,91.57,25.01,36.43,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,77.83,1,-7.6399,-1.1202,0.7602,0.0,37.34,0.0,12.45,18.67,12.45,Normal,30,16,14079,2,8215,429,429.0,421.0,424.61,4.39,4.39,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,28.78,Normal,201.86,MONITORING,2,1000.938
1001939,MONITORING,91528,-175.3368,,,91.57,25.01,36.43,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,77.83,1,-7.6399,-1.1202,0.7602,0.0,37.34,0.0,12.45,18.67,12.45,Normal,30,16,14079,2,8223,426,426.0,421.96,424.91,1.09,1.09,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,28.78,Normal,202.86,MONITORING,2,1001.939
1002940,MONITORING,92145,362.4431,2603.0,,91.57,25.01,36.43,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,77.83,1,-7.6399,-1.1202,0.7602,0.0,37.34,0.0,12.45,18.67,12.45,Normal,30,16,14079,2,8231,431,431.0,422.93,425.42,5.58,5.58,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,28.78,Normal,203.86,MONITORING,2,1002.94
1003941,MONITORING,92144,322.6532,681.0,681.0,91.75,24.71,36.46,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,68.26,1,-7.3989,-1.2562,0.775,0.0,41.87,0.0,13.96,20.94,13.96,Normal,30,16,14079,2,8239,433,432.0,423.94,426.31,5.69,5.69,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,29.53,Normal,204.86,MONITORING,2,1003.941
1004942,MONITORING,92586,229.7247,641.0,641.0,91.75,24.71,36.5,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,68.33,1,-7.3989,-1.2562,0.7895,0.0,41.87,0.0,13.96,20.94,13.96,Normal,30,16,14079,2,8247,434,434.0,424.94,427.31,6.69,6.69,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,29.53,Normal,205.86,MONITORING,2,1004.942
1005943,MONITORING,92509,-54.517,641.0,641.0,92.13,23.81,36.5,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,73.02,1,-6.9138,-1.6641,0.7897,0.0,55.47,0.0,18.49,27.74,18.49,Normal,30,16,14079,2,8255,433,434.0,425.88,428.22,5.78,5.78,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,31.8,Normal,206.86,MONITORING,2,1005.943
1006944,MONITORING,92960,120.2606,640.0,640.0,92.32,23.21,35.7,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,74.8,1,-6.6637,-1.9349,0.4761,0.0,64.5,0.0,21.5,32.25,21.5,Normal,30,16,14079,2,8263,436,436.0,426.85,429.19,6.81,6.81,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,33.3,Mild,207.86,MONITORING,2,1006.944
1007945,MONITORING,92625,-226.9529,681.0,681.0,92.32,23.2,35.66,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,74.16,1,-6.6698,-1.9412,0.461,0.0,64.71,0.0,21.57,32.35,21.57,Normal,30,16,14079,2,8271,436,437.0,427.83,430.29,6.71,6.71,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,33.34,Mild,208.86,MONITORING,2,1007.945
1008946,MONITORING,92450,7.2407,600.0,600.0,92.7,24.15,38.7,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,71.33,1,-6.1726,-1.5082,1.6501,0.0,50.27,0.0,16.76,25.14,16.76,Normal,30,16,14079,2,8279,438,438.0,428.83,431.48,6.52,6.52,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,30.93,Normal,209.86,MONITORING,2,1008.946
1009947,MONITORING,92549,-220.7201,,,92.7,24.15,38.7,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,71.33,1,-6.1726,-1.5082,1.6501,0.0,50.27,0.0,16.76,25.14,16.76,Normal,30,16,14079,2,8287,439,439.0,429.84,432.6,6.4,6.4,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,30.93,Normal,210.86,MONITORING,2,1009.947
1010948,MONITORING,92200,-173.8439,2523.0,,92.7,24.15,38.7,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,71.33,1,-6.1726,-1.5082,1.6501,0.0,50.27,0.0,16.76,25.14,16.76,Normal,30,16,14079,2,8295,439,440.0,430.84,433.65,6.35,6.35,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,30.93,Normal,211.87,MONITORING,2,1010.948
1011949,MONITORING,92400,0.1268,640.0,640.0,92.89,23.37,38.74,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,72.76,1,-5.9256,-1.8623,1.6638,0.0,62.08,0.0,20.69,31.04,20.69,Normal,30,16,14079,2,8303,442,441.0,431.81,434.75,6.25,6.25,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,32.9,Normal,212.87,MONITORING,2,1011.949
1012950,MONITORING,91519,-392.9865,641.0,641.0,92.89,23.37,36.69,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,71.74,1,-5.9256,-1.8623,0.8617,0.0,62.08,0.0,20.69,31.04,20.69,Normal,30,16,14079,2,8311,436,437.0,432.65,435.5,1.5,1.5,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,32.9,Normal,213.87,MONITORING,2,1012.95
1013951,MONITORING,92038,237.446,1361.0,,92.89,23.37,36.69,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,71.74,1,-5.9256,-1.8623,0.8617,0.0,62.08,0.0,20.69,31.04,20.69,Normal,30,16,14079,2,8319,440,439.0,433.33,435.9,3.1,3.1,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,32.9,Normal,214.87,MONITORING,2,1013.951
1014952,MONITORING,91933,134.3965,640.0,640.0,93.09,19.4,31.74,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,74.43,1,-5.6775,-3.6683,-1.0703,0.0,100.0,35.68,45.23,67.84,67.84,Stress,30,16,14079,2,8327,443,443.0,434.09,436.65,6.35,6.35,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,56.47,Mild,215.87,MONITORING,2,1014.952
1015953,MONITORING,92326,311.4117,641.0,641.0,93.09,19.4,31.74,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,72.89,1,-5.6775,-3.6683,-1.0703,0.0,100.0,35.68,45.23,67.84,67.84,Stress,30,16,14079,2,8335,444,444.0,434.94,437.69,6.31,6.31,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,56.47,Mild,216.87,MONITORING,2,1015.953
1016954,MONITORING,91921,-141.2034,640.0,640.0,93.09,19.4,31.74,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,72.73,1,-5.6775,-3.6683,-1.0705,0.0,100.0,35.68,45.23,67.84,67.84,Stress,30,16,14079,2,8343,445,445.0,435.81,438.74,6.26,6.26,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,56.47,Mild,217.87,MONITORING,2,1016.954
1017955,MONITORING,91999,232.0748,681.0,681.0,92.89,20.48,31.74,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,73.15,1,-5.9318,-3.1773,-1.0705,0.0,100.0,35.68,45.23,67.84,67.84,Stress,30,16,14079,2,8351,448,446.0,436.69,439.83,6.17,6.17,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,56.47,Mild,218.87,MONITORING,2,1017.955
1018956,MONITORING,92102,-115.7771,613.0,613.0,93.09,20.7,32.6,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,80.34,1,-5.6775,-3.0778,-0.7367,0.0,100.0,24.56,41.52,62.28,41.52,Mild,30,16,14079,2,8359,448,448.0,437.55,440.9,7.1,7.1,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,43.31,Mild,219.87,MONITORING,2,1018.956
1019957,MONITORING,91844,-81.5643,640.0,640.0,93.28,22.17,33.46,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,81.0,1,-5.4284,-2.4087,-0.3974,0.0,80.29,13.25,31.18,46.77,31.18,Normal,30,16,14079,2,8367,448,448.0,438.55,441.97,6.03,6.03,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,38.14,Mild,220.88,MONITORING,2,1019.957
1020957,MONITORING,92114,-66.0261,601.0,601.0,93.47,23.47,34.24,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,77.9,1,-5.1845,-1.8178,-0.0948,0.0,60.59,3.16,21.25,31.88,21.25,Normal,30,16,14079,2,8375,449,448.0,439.77,442.97,5.03,5.03,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,33.18,Normal,221.88,MONITORING,2,1020.957
1021958,MONITORING,90280,-1099.9115,,,93.47,23.47,34.24,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,77.9,1,-5.1845,-1.8178,-0.0948,0.0,60.59,3.16,21.25,31.88,21.25,Normal,30,16,14079,2,8383,444,446.0,440.76,443.73,2.27,2.27,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,33.18,Normal,222.88,MONITORING,2,1021.958
1022959,MONITORING,89820,-61.6676,,,93.47,23.47,34.24,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,77.9,1,-5.1845,-1.8178,-0.0948,0.0,60.59,3.16,21.25,31.88,21.25,Normal,30,16,14079,2,8391,440,440.0,441.27,443.37,-3.37,0.0,374.93,0.0,0.0,-0.4164,-0.5626,0.0,43.75,41.56,50.0,45.11,0,1,1,33.18,Normal,223.88,MONITORING,2,1022.959
1023960,MONITORING,89972,408.5535,3163.0,,93.47,23.47,34.24,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,77.9,1,-5.1845,-1.8178,-0.0948,0.0,60.59,3.16,21.25,31.88,21.25,Normal,30,16,14079,2,8399,426,429.0,441.42,442.25,-13.25,0.0,423.97,0.0,0.0,0.1348,-0.5626,0.0,52.02,41.56,50.0,47.86,1,1,1,34.56,Mild,224.88,MONITORING,2,1023.96
1024961,MONITORING,90527,949.3727,640.0,640.0,93.67,22.28,30.76,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,63.77,1,-4.927,-2.358,-1.4552,0.0,78.6,48.51,42.37,63.55,63.55,Mild,30,16,14079,2,8407,409,413.0,440.59,438.6,-25.6,0.0,423.97,0.0,0.0,0.1348,-0.5626,0.0,52.02,41.56,50.0,47.86,0,1,1,55.71,Mild,225.88,MONITORING,2,1024.961
1025962,MONITORING,91649,693.2794,601.0,601.0,93.66,22.22,30.67,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,64.15,1,-4.9333,-2.3862,-1.4903,0.0,79.54,49.68,43.07,64.61,64.61,Mild,30,16,14079,2,8415,397,397.0,438.85,433.2,-36.2,0.0,423.97,0.0,0.0,0.1348,-0.5626,0.0,52.02,41.56,50.0,47.86,0,1,1,56.23,Mild,226.88,MONITORING,2,1025.962
1026963,MONITORING,91637,-41.9865,641.0,641.0,93.86,23.42,30.76,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,69.64,1,-4.6748,-1.84,-1.455,0.0,61.33,48.5,36.61,54.92,54.92,Mild,30,16,14079,2,8423,386,387.0,436.43,426.98,-39.98,0.0,423.97,0.0,0.0,0.1348,-0.5626,0.0,52.02,41.56,50.0,47.86,0,1,1,51.39,Mild,227.88,MONITORING,2,1026.963
1027964,MONITORING,91738,-139.9446,,,93.86,23.42,30.76,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,69.64,1,-4.6748,-1.84,-1.455,0.0,61.33,48.5,36.61,54.92,54.92,Mild,30,16,14079,2,8431,387,387.0,433.67,420.94,-33.94,0.0,423.97,0.0,0.0,0.1348,-0.5626,0.0,52.02,41.56,50.0,47.86,0,1,1,51.39,Mild,228.88,MONITORING,2,1027.964
1028965,MONITORING,90806,-900.0854,,,93.86,23.42,30.76,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,69.64,1,-4.6748,-1.84,-1.455,0.0,61.33,48.5,36.61,54.92,54.92,Mild,30,16,14079,2,8439,389,390.0,431.06,416.37,-26.37,0.0,423.97,0.0,0.0,0.1348,-0.5626,0.0,52.02,41.56,50.0,47.86,0,1,1,51.39,Mild,229.88,MONITORING,2,1028.965
1029966,MONITORING,89783,-621.4969,,,93.86,23.42,30.76,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,69.64,1,-4.6748,-1.84,-1.455,0.0,61.33,48.5,36.61,54.92,54.92,Mild,30,16,14079,2,8447,384,384.0,428.19,411.86,-27.86,0.0,423.97,0.0,0.0,0.1348,-0.5626,0.0,52.02,41.56,50.0,47.86,0,1,1,51.39,Mild,230.88,MONITORING,2,1029.966
1030967,MONITORING,90268,272.5179,,,93.86,23.42,30.76,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,69.64,1,-4.6748,-1.84,-1.455,0.0,61.33,48.5,36.61,54.92,54.92,Mild,30,16,14079,2,8455,354,359.0,424.63,406.21,-47.21,0.0,423.97,0.0,0.0,0.1348,-0.5626,0.0,52.02,41.56,50.0,47.86,0,1,1,51.39,Mild,231.88,MONITORING,2,1030.967
1031968,MONITORING,90014,266.3076,601.0,601.0,94.25,23.12,30.8,97.48,0.77,27.48,2.2,34.48,2.56,627.25,27.61,73.0,1,-4.1735,-1.9773,-1.4377,0.0,65.91,47.92,37.94,56.92,56.92,Mild,30,16,14079,2,8463,338,338.0,419.62,397.02,-59.02,0.0,423.97,0.0,0.0,0.1348,-0.5626,0.0,52.02,41.56,50.0,47.86,0,1,1,52.39,Mild,232.89,MONITORING,2,1031.968
