timestamp,mode,raw_gsr,ir_raw,filtered_ppg,ppg_mean_hr,ppg_sdnn,ppg_rmssd,gsr_scl,gsr_scr_amp,gsr_scr_freq,gsr_scr_count_30s,gsr_scr_single_peak_flag,gsr_scr_enough_for_score_flag,gsr_scr_single_with_scl_rise_flag,final_ppg_stress_z,final_gsr_stress_z,valid_feature_count,integrated_stress_z,integrated_state
325351,REST,427,101844,999.87,81,102.2,113.1,549.7,42.3,26.0,13,0,1,0,,1.30,3,1.30,Stress
326392,REST,423,100401,-420.01,81,102.2,113.1,549.7,42.3,26.0,13,0,1,0,,1.30,3,1.30,Stress
327393,REST,417,101124,305.02,81,102.2,113.1,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
328432,REST,392,100967,58.69,81,102.2,113.1,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
329432,REST,382,101057,103.73,81,102.2,113.1,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
330434,REST,382,100160,-745.50,81,102.2,113.1,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
331434,REST,382,100516,-248.66,81,102.2,113.1,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
332435,REST,375,99635,-981.22,81,102.2,113.1,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
333437,REST,375,100477,-57.73,81,102.2,113.1,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
334437,REST,384,100810,266.12,81,102.2,112.1,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
335437,REST,452,100501,-48.05,81,101.7,111.9,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
336438,REST,431,102589,1716.93,81,101.7,111.9,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
337439,REST,418,101184,88.95,81,101.7,111.9,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
338440,REST,408,101230,92.77,81,101.7,111.9,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
339442,REST,420,101836,598.68,81,101.7,111.9,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
340443,REST,421,101948,533.05,81,102.2,112.1,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
341443,REST,413,101941,445.87,82,102.6,109.9,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
342443,REST,415,101636,88.76,81,100.0,106.1,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
343444,REST,431,101866,304.63,82,100.4,75.6,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
344445,REST,469,101400,-130.79,80,51.3,41.5,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
345446,REST,471,101996,429.59,80,52.2,41.0,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
346447,REST,483,102246,605.62,80,48.7,42.5,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
347449,REST,504,102246,494.07,80,49.6,42.5,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
348488,REST,474,102647,737.91,81,51.0,47.3,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
349490,REST,462,102614,560.65,81,48.9,49.0,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
350490,REST,454,102831,620.79,83,90.0,89.1,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
351492,REST,430,102411,116.84,85,115.8,104.9,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
352493,REST,445,102109,-183.87,85,116.4,103.9,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
353493,REST,400,102791,508.73,85,115.1,105.0,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
354494,REST,368,102261,4.23,86,112.6,105.5,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
355494,REST,369,103441,1038.55,86,110.9,105.5,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
356496,REST,385,103119,484.40,86,110.9,105.5,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
357496,REST,381,102937,209.60,86,110.9,105.5,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
358498,REST,378,103170,397.06,86,110.9,105.5,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
359498,REST,393,102342,-380.46,86,110.9,105.5,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
360503,REST,400,102627,-55.61,86,110.9,105.5,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
361541,REST,400,101795,-775.20,86,110.9,105.5,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
362542,REST,396,102124,-300.59,86,110.9,105.5,565.2,59.3,26.0,13,0,1,0,,1.85,3,1.85,Stress
363542,REST,399,101469,-833.94,86,110.9,105.5,597.1,100.9,30.0,15,0,1,0,,3.40,3,3.40,Stress
364543,REST,398,101663,-488.05,86,110.9,105.5,597.1,100.9,30.0,15,0,1,0,,3.40,3,3.40,Stress
365546,REST,394,100692,-1273.92,86,110.9,105.5,597.1,100.9,30.0,15,0,1,0,,3.40,3,3.40,Stress
366584,REST,396,100984,-770.02,86,110.9,105.5,597.1,100.9,30.0,15,0,1,0,,3.40,3,3.40,Stress
367586,REST,396,101372,-242.11,86,110.9,105.5,597.1,100.9,30.0,15,0,1,0,,3.40,3,3.40,Stress
368587,REST,398,100242,-1157.30,86,110.9,105.5,597.1,100.9,30.0,15,0,1,0,,3.40,3,3.40,Stress
369587,REST,398,100723,-518.95,86,110.9,105.5,597.1,100.9,30.0,15,0,1,0,,3.40,3,3.40,Stress
370587,REST,389,101429,260.88,86,110.9,105.5,597.1,100.9,30.0,15,0,1,0,,3.40,3,3.40,Stress
371588,REST,388,100146,-928.38,86,110.9,105.5,597.1,100.9,30.0,15,0,1,0,,3.40,3,3.40,Stress
372589,REST,391,100323,-617.59,86,110.9,105.5,597.1,100.9,30.0,15,0,1,0,,3.40,3,3.40,Stress
373590,REST,387,100831,-4.16,86,110.9,105.5,597.1,100.9,30.0,15,0,1,0,,3.40,3,3.40,Stress
374591,REST,393,99473,-1185.93,86,110.9,105.5,597.1,100.9,30.0,15,0,1,0,,3.40,3,3.40,Stress
375592,TRANSITION,403,99781,-700.99,86,110.9,105.5,597.1,100.9,30.0,0,0,0,0,,,0,,
376593,TRANSITION,400,100493,109.27,86,110.9,105.5,597.1,100.9,30.0,0,0,0,0,,,0,,
377594,TRANSITION,396,99881,-448.77,86,110.9,105.5,597.1,100.9,30.0,0,0,0,0,,,0,,
378595,TRANSITION,409,100260,-25.10,86,110.9,105.5,597.1,100.9,30.0,0,0,0,0,,,0,,
379596,TRANSITION,414,100248,-30.05,87,111.8,109.6,597.1,100.9,30.0,0,0,0,0,,,0,,
380596,TRANSITION,391,100497,117.96,89,135.2,169.0,597.1,100.9,30.0,0,0,0,0,,,0,,
381597,TRANSITION,625,99360,-828.15,89,135.2,169.0,597.1,100.9,30.0,0,0,0,0,,,0,,
