time_ms,sample_index,mode,raw_gsr,median_gsr,scl_baseline,scr_detect_baseline,phasic,phasic_pos,scr_threshold,scr_flag,scr_peak_time_ms,scr_peak_sample_index,scl_mean_30s,scr_amplitude_mean_30s,ns_scr_frequency_per_min,baseline_scl_mean,baseline_scl_std,baseline_phasic_mean,baseline_phasic_std,baseline_phasic_pos_mean,baseline_phasic_pos_std,scl_mean_z,scr_amplitude_mean_z,ns_scr_frequency_z,scl_stress_score,scr_amplitude_stress_score,ns_scr_frequency_stress_score,final_gsr_stress_score,feature_ready,min_scr_threshold_adc,max_scr_threshold_adc,contact_ok,valid_sample_flag
75800,757,2,188,187.00,118.37,130.65,56.35,56.35,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
75900,758,2,189,188.00,118.97,131.80,56.20,56.20,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
76000,759,2,189,189.00,119.57,132.94,56.06,56.06,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
76100,760,2,191,189.00,120.17,134.06,54.94,54.94,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
76200,761,2,188,189.00,120.77,135.16,53.84,53.84,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
76300,762,2,190,190.00,121.38,136.26,53.74,53.74,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
76400,763,2,190,190.00,121.99,137.34,52.66,52.66,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
76500,764,2,190,190.00,122.61,138.39,51.61,51.61,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
76600,765,2,189,190.00,123.23,139.42,50.58,50.58,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
76700,766,2,188,189.00,123.84,140.41,48.59,48.59,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
76800,767,2,189,189.00,124.45,141.38,47.62,47.62,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
76900,768,2,189,189.00,125.07,142.34,46.66,46.66,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
77000,769,2,188,189.00,125.67,143.27,45.73,45.73,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
77100,770,2,188,188.00,126.27,144.16,43.84,43.84,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
77200,771,2,188,188.00,126.87,145.04,42.96,42.96,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
77300,772,2,189,188.00,127.47,145.90,42.10,42.10,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
77400,773,2,188,188.00,128.07,146.74,41.26,41.26,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
77500,774,2,189,189.00,128.69,147.59,41.41,41.41,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
77600,775,2,187,188.00,129.30,148.40,39.60,39.60,15.00,1,77500,774,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
77700,776,2,188,188.00,129.93,149.19,38.81,38.81,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
77800,777,2,187,187.00,130.57,149.94,37.06,37.06,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
77900,778,2,188,188.00,131.22,150.71,37.29,37.29,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
78000,779,2,186,187.00,131.83,151.43,35.57,35.57,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
78100,780,2,185,186.00,132.43,152.12,33.88,33.88,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
78200,781,2,185,185.00,133.01,152.78,32.22,32.22,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
78300,782,2,186,185.00,133.59,153.42,31.58,31.58,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
78400,783,2,186,186.00,134.18,154.08,31.92,31.92,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
78500,784,2,186,186.00,134.76,154.71,31.29,31.29,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
78600,785,2,186,186.00,135.34,155.34,30.66,30.66,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
78700,786,2,185,186.00,135.91,155.95,30.05,30.05,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
78800,787,2,187,186.00,136.49,156.55,29.45,29.45,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
78900,788,2,187,187.00,137.07,157.16,29.84,29.84,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
79000,789,2,187,187.00,137.65,157.76,29.24,29.24,15.00,1,78900,788,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
79100,790,2,186,187.00,138.23,158.34,28.66,28.66,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
79200,791,2,187,187.00,138.80,158.92,28.08,28.08,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
79300,792,2,188,187.00,139.37,159.48,27.52,27.52,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
79400,793,2,187,187.00,139.95,160.03,26.97,26.97,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
79500,794,2,186,187.00,140.51,160.57,26.43,26.43,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
79600,795,2,187,187.00,141.08,161.10,25.90,25.90,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
79700,796,2,187,187.00,141.65,161.62,25.38,25.38,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
79800,797,2,187,187.00,141.97,162.12,24.88,24.88,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
79900,798,2,188,187.00,142.25,162.62,24.38,24.38,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
80000,799,2,187,187.00,142.52,163.11,23.89,23.89,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
80100,800,2,187,187.00,143.01,163.59,23.41,23.41,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
80200,801,2,187,187.00,143.53,164.05,22.95,22.95,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
80300,802,2,187,187.00,144.04,164.51,22.49,22.49,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
80400,803,2,186,187.00,144.32,164.96,22.04,22.04,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
80500,804,2,184,186.00,144.49,165.38,20.62,20.62,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
80600,805,2,185,185.00,144.66,165.78,19.22,19.22,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
80700,806,2,185,185.00,144.89,166.16,18.84,18.84,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
80800,807,2,186,185.00,145.13,166.54,18.46,18.46,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
80900,808,2,185,185.00,145.37,166.91,18.09,18.09,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
81000,809,2,184,185.00,145.61,167.27,17.73,17.73,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
81100,810,2,185,185.00,145.94,167.62,17.38,17.38,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
81200,811,2,185,185.00,146.35,167.97,17.03,17.03,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
81300,812,2,185,185.00,146.81,168.31,16.69,16.69,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
81400,813,2,184,185.00,147.30,168.65,16.35,16.35,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
81500,814,2,184,184.00,147.80,168.95,15.05,15.05,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
81600,815,2,184,184.00,148.30,169.25,14.75,14.75,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
81700,816,2,185,184.00,148.80,169.55,14.45,14.45,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
81800,817,2,185,185.00,149.31,169.86,15.14,15.14,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
81900,818,2,186,185.00,149.83,170.16,14.84,14.84,15.00,1,81800,817,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
82000,819,2,185,185.00,150.35,170.46,14.54,14.54,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
82100,820,2,186,186.00,150.87,170.77,15.23,15.23,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
82200,821,2,185,185.00,151.39,171.05,13.95,13.95,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
82300,822,2,187,186.00,151.92,171.35,14.65,14.65,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
82400,823,2,186,186.00,152.45,171.64,14.36,14.36,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
82500,824,2,187,187.00,152.98,171.95,15.05,15.05,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
82600,825,2,187,187.00,153.51,172.25,14.75,14.75,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
82700,826,2,187,187.00,154.05,172.55,14.45,14.45,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
82800,827,2,187,187.00,154.59,172.84,14.16,14.16,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
82900,828,2,188,187.00,155.12,173.12,13.88,13.88,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
83000,829,2,187,187.00,155.65,173.40,13.60,13.60,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
83100,830,2,187,187.00,156.19,173.67,13.33,13.33,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
83200,831,2,187,187.00,156.72,173.94,13.06,13.06,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
83300,832,2,188,187.00,157.26,174.20,12.80,12.80,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
83400,833,2,189,188.00,157.80,174.47,13.53,13.53,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
83500,834,2,188,188.00,158.34,174.74,13.26,13.26,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
83600,835,2,187,188.00,158.80,175.01,12.99,12.99,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
83700,836,2,188,188.00,159.05,175.27,12.73,12.73,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
83800,837,2,189,188.00,159.29,175.52,12.48,12.48,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
83900,838,2,188,188.00,159.68,175.77,12.23,12.23,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
84000,839,2,188,188.00,160.17,176.02,11.98,11.98,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
84100,840,2,189,188.00,160.70,176.26,11.74,11.74,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
84200,841,2,189,189.00,161.23,176.51,12.49,12.49,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
84300,842,2,189,189.00,161.71,176.76,12.24,12.24,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
84400,843,2,191,189.00,162.09,177.01,11.99,11.99,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
84500,844,2,190,190.00,162.49,177.27,12.73,12.73,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
84600,845,2,190,190.00,162.97,177.52,12.48,12.48,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
84700,846,2,189,190.00,163.45,177.77,12.23,12.23,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
84800,847,2,191,190.00,163.85,178.02,11.98,11.98,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
84900,848,2,192,191.00,164.19,178.27,12.73,12.73,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
85000,849,2,190,191.00,164.49,178.53,12.47,12.47,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
85100,850,2,190,190.00,164.78,178.76,11.24,11.24,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
85200,851,2,191,190.00,165.15,178.98,11.02,11.02,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
85300,852,2,191,191.00,165.62,179.22,11.78,11.78,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
85400,853,2,190,191.00,166.15,179.46,11.54,11.54,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
85500,854,2,190,190.00,166.67,179.67,10.33,10.33,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
85600,855,2,190,190.00,167.13,179.88,10.12,10.12,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
85700,856,2,192,190.00,167.60,180.08,9.92,9.92,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
85800,857,2,191,191.00,168.09,180.30,10.70,10.70,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
85900,858,2,192,192.00,168.62,180.53,11.47,11.47,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
86000,859,2,190,191.00,169.18,180.74,10.26,10.26,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
86100,860,2,190,190.00,169.75,180.93,9.07,9.07,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
86200,861,2,190,190.00,170.33,181.11,8.89,8.89,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
86300,862,2,190,190.00,170.92,181.29,8.71,8.71,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
86400,863,2,190,190.00,171.53,181.46,8.54,8.54,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
86500,864,2,192,190.00,172.14,181.63,8.37,8.37,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
86600,865,2,190,190.00,172.75,181.80,8.20,8.20,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
86700,866,2,190,190.00,173.38,181.96,8.04,8.04,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
86800,867,2,190,190.00,174.01,182.12,7.88,7.88,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
86900,868,2,190,190.00,174.66,182.28,7.72,7.72,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
87000,869,2,190,190.00,175.31,182.43,7.57,7.57,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
87100,870,2,189,190.00,175.97,182.59,7.41,7.41,15.00,0,0,-1,0.00,0.00,0.00,128.60,8.80,-1.57,20.80,5.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6.00,15.00,1,1
